length,src_port,dst_port,protocol
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
1.8559214542766742,1.8559214542766873,1.8559214542766873,0.0
-0.5388159060803249,-0.538815906080311,-0.538815906080311,0.0
